model,f1_mean,f1_std,roc_auc_mean,roc_auc_std
logistic_regression,0.7950592043615299,0.06125723772627265,0.8974876974876974,0.05425881417124676
decision_tree,0.8077272839597697,0.07400022175363165,0.852855477855478,0.054342318811376425
random_forest,0.8197758985200846,0.022634844652595076,0.9111888111888113,0.039959837144507585
gradient_boosting,0.7940072773295366,0.025662783670736516,0.8885521885521885,0.03709726449177471
