model,f1_mean,f1_std,roc_auc_mean,roc_auc_std
logistic_regression,0.9671455449666695,0.01122098852337601,0.9948400412796697,0.005292417504626628
decision_tree,0.9166524144869215,0.029835958869458497,0.964499484004128,0.017304412207813556
random_forest,0.9502771855010661,0.026826519004925203,0.9901444788441692,0.005596593132283272
gradient_boosting,0.9528404247074324,0.011479936631912087,0.9930856553147575,0.005407873067729162
